Type,Product,Started Date,Completed Date,Description,Amount,Fee,Currency,State,Balance
Card Payment,Current,2023-08-24 15:23:11,2023-08-25 12:36:10,Sainsbury's,-3.50,0.00,GBP,COMPLETED,8.68
Card Payment,Current,2023-08-24 19:42:38,2023-08-25 12:36:10,Sainsbury's,-7.85,0.00,GBP,COMPLETED,12.18
Card Payment,Current,2023-08-25 18:17:59,2023-08-26 12:39:40,Voi Scooters,-4.60,0.00,GBP,COMPLETED,4.08
Topup,Current,2023-08-26 13:54:15,2023-08-26 13:54:17,Top-up by *4895,40.00,0.00,GBP,COMPLETED,44.08
Card Payment,Current,2023-08-26 14:01:08,2023-08-28 13:42:24,Voi Scooters,-4.20,0.00,GBP,COMPLETED,24.18
Card Payment,Current,2023-08-26 14:21:58,2023-08-28 13:42:24,Voi Scooters,-5.20,0.00,GBP,COMPLETED,28.38
Card Payment,Current,2023-08-26 14:38:15,2023-08-27 14:07:51,Pinchito,-6.50,0.00,GBP,COMPLETED,37.58
Card Payment,Current,2023-08-26 19:43:30,2023-08-27 15:10:06,Stagecoach,-4.00,0.00,GBP,COMPLETED,33.58
Card Payment,Current,2023-08-27 16:54:13,2023-08-28 13:47:52,Co-op,-4.80,0.00,GBP,COMPLETED,19.38
Card Payment,Current,2023-08-28 14:50:46,2023-08-29 12:45:50,Just Eat,-15.04,0.00,GBP,COMPLETED,34.29
Topup,Current,2023-08-28 19:56:35,2023-08-28 19:56:40,Top-up by *4895,40.00,0.00,GBP,COMPLETED,59.38
Card Payment,Current,2023-08-28 19:56:44,2023-08-29 12:34:24,Sainsbury's,-10.05,0.00,GBP,COMPLETED,49.33
Card Payment,Current,2023-08-29 20:09:51,2023-08-30 14:03:01,Deliveroo,-14.99,0.00,GBP,COMPLETED,19.30
Card Payment,Current,2023-08-31 19:37:44,2023-09-01 12:15:25,Popeyes,-9.25,0.00,GBP,COMPLETED,10.05
Card Payment,Current,2023-08-31 20:43:08,2023-09-01 12:38:39,Voi Scooters,-3.00,0.00,GBP,COMPLETED,7.05
Topup,Current,2023-09-02 18:59:40,2023-09-02 18:59:43,Top-up by *4895,40.00,0.00,GBP,COMPLETED,47.05
Card Payment,Current,2023-09-02 18:59:45,,Voi Scooters,-7.50,0.00,GBP,REVERTED,
Card Payment,Current,2023-09-02 19:13:40,2023-09-04 13:29:17,Voi Scooters,-3.80,0.00,GBP,COMPLETED,43.25
Card Payment,Current,2023-09-03 20:27:41,2023-09-04 13:35:15,Sainsbury's,-5.25,0.00,GBP,COMPLETED,38.00
Card Payment,Current,2023-09-04 08:39:19,2023-09-05 14:15:50,Voi Scooters,-5.40,0.00,GBP,COMPLETED,15.90
Card Payment,Current,2023-09-04 14:36:02,2023-09-05 03:06:37,Roni's Bakery,-5.00,0.00,GBP,COMPLETED,33.00
Card Payment,Current,2023-09-04 16:08:20,2023-09-05 06:19:36,Old Spitalfields Marke,-6.70,0.00,GBP,COMPLETED,26.30
Card Payment,Current,2023-09-04 19:11:49,2023-09-05 06:19:59,Simmons Bar,-5.00,0.00,GBP,COMPLETED,21.30
Card Payment,Current,2023-09-05 00:59:59,2023-09-05 14:19:41,Transport for London,-8.10,0.00,GBP,COMPLETED,7.80
Topup,Current,2023-09-05 18:37:08,2023-09-05 18:37:18,Top-up by *4895,40.00,0.00,GBP,COMPLETED,47.80
Card Payment,Current,2023-09-05 18:37:55,2023-09-06 13:06:26,Deliveroo,-11.37,0.00,GBP,COMPLETED,36.43
Card Payment,Current,2023-09-06 13:15:22,2023-09-07 13:40:33,Sainsbury's,-21.04,0.00,GBP,COMPLETED,15.39
Topup,Current,2023-09-07 20:28:58,2023-09-07 20:29:02,Top-up by *4895,40.00,0.00,GBP,COMPLETED,55.39
Card Payment,Current,2023-09-07 20:29:14,2023-09-08 13:19:29,Deliveroo,-12.49,0.00,GBP,COMPLETED,42.90
Card Payment,Current,2023-09-08 17:27:01,2023-09-09 13:45:59,Popeyes,-9.25,0.00,GBP,COMPLETED,14.10
Card Payment,Current,2023-09-08 18:18:10,2023-09-09 06:17:11,Tesco,-19.55,0.00,GBP,COMPLETED,23.35
Card Payment,Current,2023-09-08 18:39:06,2023-09-09 14:13:05,Voi Scooters,-1.60,0.00,GBP,COMPLETED,12.50
Card Payment,Current,2023-09-10 16:11:23,2023-09-11 13:57:21,Voi Scooters,-0.80,0.00,GBP,COMPLETED,51.70
Topup,Current,2023-09-11 07:38:37,2023-09-11 07:38:39,Top-up by *4895,40.00,0.00,GBP,COMPLETED,52.50
Card Payment,Current,2023-09-11 07:42:19,2023-09-12 06:26:39,Marks & Spencer,-4.50,0.00,GBP,COMPLETED,45.20
Card Payment,Current,2023-09-11 09:41:30,2023-09-12 17:04:59,Transport for London,-7.50,0.00,GBP,COMPLETED,26.65
Card Payment,Current,2023-09-11 10:09:35,2023-09-12 13:07:57,Pret,-7.05,0.00,GBP,COMPLETED,34.15
Card Payment,Current,2023-09-11 13:56:25,2023-09-12 06:06:31,Falcon Coaches,-2.00,0.00,GBP,COMPLETED,49.70
Card Payment,Current,2023-09-11 17:30:25,2023-09-12 12:41:27,Falcon Coaches,-4.00,0.00,GBP,COMPLETED,41.20
Card Payment,Current,2023-09-12 16:16:36,2023-09-13 05:44:38,Trainline,-15.40,0.00,GBP,COMPLETED,11.25
Topup,Current,2023-09-14 09:29:10,2023-09-14 09:29:18,Top-up by *4895,40.00,0.00,GBP,COMPLETED,51.25
Card Payment,Current,2023-09-14 09:34:12,2023-09-15 18:57:03,Transport for London,-13.40,0.00,GBP,COMPLETED,27.46
Card Payment,Current,2023-09-14 09:52:17,2023-09-15 13:35:24,Marks & Spencer,-1.30,0.00,GBP,COMPLETED,40.86
Card Payment,Current,2023-09-14 15:32:52,2023-09-15 13:04:56,Co-op,-9.09,0.00,GBP,COMPLETED,42.16
Card Payment,Current,2023-09-16 07:42:07,2023-09-17 06:14:51,Tesco,-8.05,0.00,GBP,COMPLETED,19.41
Card Payment,Current,2023-09-16 08:30:37,2023-09-17 13:17:07,Pret,-2.99,0.00,GBP,COMPLETED,15.62
Card Payment,Current,2023-09-16 21:13:26,2023-09-17 06:14:51,Tesco,-0.80,0.00,GBP,COMPLETED,18.61
Card Payment,Current,2023-09-17 18:47:24,2023-09-19 11:08:06,Vuse,-5.49,0.00,GBP,COMPLETED,10.13
Topup,Current,2023-09-19 12:17:45,2023-09-19 12:18:10,Top-up by *4895,10.00,0.00,GBP,COMPLETED,20.13
Card Payment,Current,2023-09-19 12:18:47,2023-09-20 03:02:45,Deliveroo,-11.48,0.00,GBP,COMPLETED,8.65
Topup,Current,2023-09-20 12:20:46,2023-09-20 12:20:53,Top-up by *4895,10.00,0.00,GBP,COMPLETED,18.65
Card Payment,Current,2023-09-20 12:21:22,2023-09-21 03:54:20,Deliveroo,-11.98,0.00,GBP,COMPLETED,6.67
Card Payment,Current,2023-09-21 13:12:20,2023-09-22 16:24:31,Transport for London,-8.70,0.00,GBP,COMPLETED,-2.03
Topup,Current,2023-09-23 10:57:47,2023-09-23 10:57:51,Top-up by *4895,10.00,0.00,GBP,COMPLETED,7.97
Card Payment,Current,2023-09-23 23:21:10,2023-09-24 12:11:52,Waitrose,-1.79,0.00,GBP,COMPLETED,6.18
Card Payment,Current,2023-09-24 00:59:59,2023-09-24 17:44:21,Transport for London,-8.10,0.00,GBP,COMPLETED,18.08
Card Payment,Current,2023-09-24 06:36:41,,Transport for London,-0.10,0.00,GBP,REVERTED,
Topup,Current,2023-09-24 14:26:24,2023-09-24 14:26:49,Top-up by *4895,10.00,0.00,GBP,COMPLETED,16.18
Card Payment,Current,2023-09-24 14:30:59,2023-09-25 10:06:51,Deliveroo,-13.98,0.00,GBP,COMPLETED,37.10
Topup,Current,2023-09-24 15:45:52,2023-09-24 15:45:56,Top-up by *4895,10.00,0.00,GBP,COMPLETED,26.18
Card Payment,Current,2023-09-24 15:46:37,2023-09-25 11:26:01,Voi Scooters,-5.60,0.00,GBP,COMPLETED,31.50
Topup,Current,2023-09-24 22:38:14,2023-09-24 22:38:17,Top-up by *4895,13.00,0.00,GBP,COMPLETED,31.08
Card Payment,Current,2023-09-24 22:38:47,2023-09-25 11:39:18,Uber,-8.96,0.00,GBP,COMPLETED,22.54
Topup,Current,2023-09-25 06:20:42,2023-09-25 06:20:46,Top-up by *4895,10.00,0.00,GBP,COMPLETED,41.08
Card Payment,Current,2023-09-25 06:37:52,2023-09-26 12:17:56,Uber,-8.96,0.00,GBP,COMPLETED,13.58
Topup,Current,2023-09-25 09:09:08,2023-09-25 09:09:15,Top-up by *4895,10.00,0.00,GBP,COMPLETED,51.08
Card Payment,Current,2023-09-26 13:19:20,2023-09-27 09:26:59,Deliveroo,-12.08,0.00,GBP,COMPLETED,1.50
Transfer,Current,2023-10-25 16:44:29,2023-10-25 16:44:29,Transfer from JILSHY VARGHESE,500.00,0.00,GBP,COMPLETED,501.50
Transfer,Current,2023-10-25 16:50:34,2023-10-25 16:50:35,To Lucas Buttchewits,-500.00,0.00,GBP,COMPLETED,1.50
Topup,Current,2023-10-25 17:21:46,2023-10-25 17:21:46,Payment from TERRA PAYMENT SERVICES (UK) LIMITED,500.00,0.00,GBP,COMPLETED,501.50
Transfer,Current,2023-10-25 19:11:49,2023-10-25 19:12:53,Transfer to JILSHY VARGHESE,-500.00,0.00,GBP,COMPLETED,1.50
Topup,Current,2023-11-05 04:24:33,2023-11-05 04:25:01,Top-up by *4895,30.00,0.00,GBP,COMPLETED,31.50
Card Payment,Current,2023-11-05 04:30:05,2023-11-05 14:47:38,LycaMobile,-10.00,0.00,GBP,COMPLETED,21.50
Card Payment,Current,2023-11-05 22:26:47,2023-11-06 11:46:40,Sainsbury's,-8.95,0.00,GBP,COMPLETED,42.55
Transfer,Current,2023-11-05 22:42:24,2023-11-05 22:42:24,Transfer from JILSHY VARGHESE,950.00,0.00,GBP,COMPLETED,971.50
Transfer,Current,2023-11-05 22:43:13,2023-11-05 22:43:14,To Lucas Buttchewits,-950.00,0.00,GBP,COMPLETED,21.50
Card Payment,Current,2023-11-06 02:32:14,2023-11-06 11:58:35,Transport for London,-5.60,0.00,GBP,COMPLETED,36.95
Topup,Current,2023-11-06 11:32:02,2023-11-06 11:32:08,Top-up by *4895,30.00,0.00,GBP,COMPLETED,51.50
Card Payment,Current,2023-11-07 00:00:00,2023-11-08 20:03:05,Transport for London,-6.00,0.00,GBP,COMPLETED,22.85
Card Payment,Current,2023-11-07 03:22:12,2023-11-07 12:36:32,Transport for London,-8.10,0.00,GBP,COMPLETED,28.85
Card Payment,Current,2023-11-08 14:16:45,2023-11-09 16:36:01,Waitrose,-4.80,0.00,GBP,COMPLETED,35.81
Card Payment,Current,2023-11-08 14:22:13,2023-11-09 10:24:04,Popeyes,-7.25,0.00,GBP,COMPLETED,45.60
Card Payment,Current,2023-11-08 14:48:11,2023-11-09 14:36:27,7 Star Traders,-1.39,0.00,GBP,COMPLETED,40.61
Card Payment,Current,2023-11-09 03:39:10,2023-11-09 11:18:04,Transport for London,-3.60,0.00,GBP,COMPLETED,42.00
Topup,Current,2023-11-09 03:39:55,2023-11-09 03:39:57,Top-up by *4895,30.00,0.00,GBP,COMPLETED,52.85
Card Payment,Current,2023-11-09 11:44:01,,Amazon Web Services,-0.82,0.00,GBP,REVERTED,
Card Payment,Current,2023-11-09 14:29:00,2023-11-10 17:53:36,J D Wetherspoon,-10.54,0.00,GBP,COMPLETED,10.37
Card Payment,Current,2023-11-10 03:43:33,2023-11-10 12:57:09,Transport for London,-14.90,0.00,GBP,COMPLETED,20.91
Card Payment,Current,2023-11-10 20:51:54,2023-11-11 12:02:38,7 Star Traders,-7.49,0.00,GBP,COMPLETED,2.88
Card Payment,Current,2023-11-11 00:00:00,2023-11-12 10:59:16,Transport for London,-6.00,0.00,GBP,COMPLETED,56.88
Topup,Current,2023-11-11 13:38:24,2023-11-11 13:38:30,Top-up by *4895,30.00,0.00,GBP,COMPLETED,32.88
Card Payment,Current,2023-11-11 17:25:08,2023-11-12 18:35:02,The Market Porter,-13.00,0.00,GBP,COMPLETED,20.26
Card Payment,Current,2023-11-11 18:47:55,2023-11-12 18:36:14,The Market Porter,-6.30,0.00,GBP,COMPLETED,13.96
Topup,Current,2023-11-11 21:47:32,2023-11-11 21:47:36,Top-up by *4895,30.00,0.00,GBP,COMPLETED,62.88
Card Payment,Current,2023-11-11 22:03:11,2023-11-12 11:23:57,Honest Burgers,-23.62,0.00,GBP,COMPLETED,33.26
Card Payment,Current,2023-11-12 16:29:50,2023-11-13 06:46:59,Deliveroo,-12.96,0.00,GBP,COMPLETED,31.00
Topup,Current,2023-11-13 02:13:39,2023-11-13 02:13:42,Top-up by *4895,30.00,0.00,GBP,COMPLETED,43.96
Card Payment,Current,2023-11-13 09:51:52,2023-11-14 17:50:49,Transport for London,-14.90,0.00,GBP,COMPLETED,31.25
Card Payment,Current,2023-11-13 11:11:06,2023-11-14 05:18:41,Tesco,-2.35,0.00,GBP,COMPLETED,16.15
Card Payment,Current,2023-11-13 16:57:00,2023-11-14 01:58:15,LSQ Rooftop,-6.50,0.00,GBP,COMPLETED,24.50
Card Payment,Current,2023-11-13 18:08:44,2023-11-14 01:58:18,Dines,-6.00,0.00,GBP,COMPLETED,18.50
Card Payment,Current,2023-11-14 13:03:42,2023-11-15 17:54:39,Transport for London,-9.60,0.00,GBP,COMPLETED,10.36
Topup,Current,2023-11-14 13:11:30,2023-11-14 13:11:34,Top-up by *4895,30.00,0.00,GBP,COMPLETED,46.15
Card Payment,Current,2023-11-14 13:25:41,2023-11-15 12:32:41,Greggs,-3.30,0.00,GBP,COMPLETED,34.95
Card Payment,Current,2023-11-14 16:42:24,2023-11-15 11:52:55,Nm Burger Head,-16.00,0.00,GBP,COMPLETED,38.25
Card Payment,Current,2023-11-14 20:31:42,2023-11-15 06:22:43,The Glasshouse,-7.00,0.00,GBP,COMPLETED,54.25
Topup,Current,2023-11-14 20:40:29,2023-11-14 20:40:55,Top-up by *4895,30.00,0.00,GBP,COMPLETED,61.25
Fee,Current,2023-11-15 17:01:05,2023-11-15 17:01:05,Metal plan fee,-14.99,0.00,GBP,COMPLETED,19.96
Topup,Current,2023-11-16 00:48:29,2023-11-16 00:48:31,Top-up by *4895,50.00,0.00,GBP,COMPLETED,60.36
Card Payment,Current,2023-11-16 00:48:51,2023-11-17 12:32:50,Just Eat,-13.68,0.00,GBP,COMPLETED,46.68
Card Payment,Current,2023-11-16 12:27:56,2023-11-17 18:25:46,Too Good To Go,-4.09,0.00,GBP,COMPLETED,27.69
Card Payment,Current,2023-11-16 14:29:11,,Hello Fresh,-1.00,0.00,GBP,REVERTED,
Card Payment,Current,2023-11-16 14:37:40,,Hello Fresh,-1.00,0.00,GBP,REVERTED,
Card Payment,Current,2023-11-17 03:25:41,2023-11-18 10:31:59,Hello Fresh,-16.80,0.00,GBP,COMPLETED,10.89
Card Payment,Current,2023-11-17 03:47:07,2023-11-17 12:46:44,Transport for London,-14.90,0.00,GBP,COMPLETED,31.78
Topup,Current,2023-11-18 13:47:54,2023-11-18 13:48:15,Top-up by *4895,50.00,0.00,GBP,COMPLETED,60.89
Card Payment,Current,2023-11-18 15:19:02,2023-11-19 13:45:15,Elia Pure Gr,-10.95,0.00,GBP,COMPLETED,38.24
Card Payment,Current,2023-11-19 03:38:47,2023-11-19 09:31:01,Transport for London,-11.70,0.00,GBP,COMPLETED,49.19
Card Payment,Current,2023-11-19 18:30:54,2023-11-20 11:53:27,Tesco,-1.10,0.00,GBP,COMPLETED,22.24
Card Payment,Current,2023-11-20 02:32:59,2023-11-20 10:01:25,Transport for London,-14.90,0.00,GBP,COMPLETED,23.34
Card Payment,Current,2023-11-20 20:04:40,2023-11-21 10:52:18,Just Eat,-12.65,0.00,GBP,COMPLETED,9.59
Topup,Current,2023-11-22 11:38:35,2023-11-22 11:38:42,Top-up by *4895,30.00,0.00,GBP,COMPLETED,39.59
Card Payment,Current,2023-11-22 11:38:59,2023-11-24 15:32:01,Just Eat,-11.53,0.00,GBP,COMPLETED,19.26
Card Payment,Current,2023-11-23 00:00:00,2023-11-24 10:02:37,Transport for London,-8.80,0.00,GBP,COMPLETED,30.79
Card Payment,Current,2023-11-23 17:48:05,2023-11-24 18:31:51,Brewdog Waterloo,-7.20,0.00,GBP,COMPLETED,12.06
Card Payment,Current,2023-11-24 00:00:00,2023-11-25 16:08:08,Transport for London,-8.80,0.00,GBP,COMPLETED,33.26
Card Payment,Current,2023-11-24 20:30:24,2023-11-25 21:12:35,Dines Tsq Choco Wrld,-8.00,0.00,GBP,COMPLETED,55.26
Topup,Current,2023-11-25 09:26:08,2023-11-25 09:26:10,Top-up by *4895,30.00,0.00,GBP,COMPLETED,42.06
Card Payment,Current,2023-11-25 09:35:51,2023-11-28 11:19:27,Le Parisien Cafe,-4.00,0.00,GBP,COMPLETED,62.96
Card Payment,Current,2023-11-25 11:26:30,2023-11-26 16:03:52,Costa Coffee,-4.15,0.00,GBP,COMPLETED,117.21
Card Payment,Current,2023-11-25 14:24:49,2023-11-27 13:06:58,Uber,-15.79,0.00,GBP,COMPLETED,66.96
Card Payment,Current,2023-11-25 15:03:35,2023-11-27 13:06:58,Uber,-5.00,0.00,GBP,COMPLETED,82.75
Topup,Current,2023-11-25 18:51:23,2023-11-25 18:51:25,Top-up by *4895,30.00,0.00,GBP,COMPLETED,63.26
Card Payment,Current,2023-11-25 18:54:00,2023-11-26 16:43:48,Sainsbury's,-1.30,0.00,GBP,COMPLETED,115.91
Card Payment,Current,2023-11-25 18:55:59,2023-11-26 16:56:30,7 Star Traders,-8.24,0.00,GBP,COMPLETED,107.67
Card Payment,Current,2023-11-25 21:36:38,2023-11-26 10:14:06,The Ice Wharf,-8.00,0.00,GBP,COMPLETED,144.26
Card Payment,Current,2023-11-25 22:34:45,2023-11-26 10:14:06,The Ice Wharf,-8.00,0.00,GBP,COMPLETED,136.26
Topup,Current,2023-11-26 01:24:30,2023-11-26 01:24:38,Top-up by *4895,97.00,0.00,GBP,COMPLETED,152.26
Card Payment,Current,2023-11-26 02:55:15,2023-11-26 11:03:54,Transport for London,-14.90,0.00,GBP,COMPLETED,121.36
Card Payment,Current,2023-11-26 06:30:26,,Transport for London,-8.80,0.00,GBP,REVERTED,
Card Payment,Current,2023-11-26 13:19:16,,Uber,-1.00,0.00,GBP,REVERTED,
Card Payment,Current,2023-11-26 13:56:24,2023-11-27 12:39:28,KFC,-14.97,0.00,GBP,COMPLETED,87.75
Card Payment,Current,2023-11-27 02:26:33,2023-11-27 10:16:32,Transport for London,-4.95,0.00,GBP,COMPLETED,102.72
Card Payment,Current,2023-11-27 08:22:03,2023-11-28 12:32:00,Whipps Cross University Hospital,-7.05,0.00,GBP,COMPLETED,49.92
Card Payment,Current,2023-11-27 12:18:04,2023-11-28 12:32:00,Elior,-5.99,0.00,GBP,COMPLETED,56.97
Card Payment,Current,2023-11-28 05:00:05,2023-11-29 10:45:17,Transport for London,-9.25,0.00,GBP,COMPLETED,290.67
Topup,Current,2023-11-28 17:17:18,2023-11-28 17:19:10,Top-up by *4895,1200.00,0.00,GBP,COMPLETED,1249.92
Transfer,Current,2023-11-28 17:19:43,2023-11-28 17:19:45,To Lucas Buttchewits,-950.00,0.00,GBP,COMPLETED,299.92
Card Payment,Current,2023-11-29 03:22:33,2023-11-29 11:24:22,Transport for London,-12.05,0.00,GBP,COMPLETED,278.62
Card Payment,Current,2023-11-29 09:32:17,2023-11-30 17:53:42,Whipps Cross University Hospital,-7.05,0.00,GBP,COMPLETED,259.03
Card Payment,Current,2023-11-29 19:01:46,2023-11-30 16:25:47,Too Good To Go,-3.29,0.00,GBP,COMPLETED,266.08
Card Payment,Current,2023-11-29 22:17:15,2023-12-01 12:19:42,Just Eat,-11.42,0.00,GBP,COMPLETED,235.14
Card Payment,Current,2023-11-30 03:23:35,2023-11-30 10:15:58,Transport for London,-9.25,0.00,GBP,COMPLETED,269.37
Card Payment,Current,2023-11-30 17:56:55,2023-12-01 12:03:53,Just Eat,-12.47,0.00,GBP,COMPLETED,246.56
Card Payment,Current,2023-12-01 12:18:20,2023-12-02 11:37:19,Elior,-5.99,0.00,GBP,COMPLETED,229.15
Card Payment,Current,2023-12-01 19:48:22,2023-12-02 13:36:25,Just Eat,-11.20,0.00,GBP,COMPLETED,217.95
Card Payment,Current,2023-12-02 03:56:43,2023-12-03 14:35:30,Transport for London,-4.95,0.00,GBP,COMPLETED,167.76
Card Payment,Current,2023-12-02 17:30:29,2023-12-03 16:06:45,7 Star Traders,-0.80,0.00,GBP,COMPLETED,166.96
Card Payment,Current,2023-12-03 03:12:09,2023-12-03 11:14:55,Transport for London,-4.95,0.00,GBP,COMPLETED,172.71
Transfer,Current,2023-12-03 10:39:50,2023-12-03 10:39:50,Transfer to JILSHY VARGHESE,-12.98,0.00,GBP,COMPLETED,204.97
Transfer,Current,2023-12-03 10:39:55,2023-12-03 10:39:55,Transfer to JILSHY VARGHESE,-17.54,0.00,GBP,COMPLETED,187.43
Transfer,Current,2023-12-03 10:39:58,2023-12-03 10:39:58,Transfer to JILSHY VARGHESE,-9.77,0.00,GBP,COMPLETED,177.66
Card Payment,Current,2023-12-04 02:36:08,2023-12-04 11:01:21,Transport for London,-4.95,0.00,GBP,COMPLETED,162.01
Card Payment,Current,2023-12-04 12:24:46,2023-12-05 10:13:55,Greggs,-4.95,0.00,GBP,COMPLETED,157.06
Card Payment,Current,2023-12-04 13:40:16,2023-12-05 12:32:03,Marks & Spencer,-5.00,0.00,GBP,COMPLETED,145.31
Card Payment,Current,2023-12-05 00:31:08,2023-12-06 14:26:45,LycaMobile,-10.00,0.00,GBP,COMPLETED,123.41
Card Payment,Current,2023-12-05 03:18:31,2023-12-05 11:26:53,Transport for London,-6.75,0.00,GBP,COMPLETED,150.31
Card Payment,Current,2023-12-05 12:10:15,2023-12-06 11:16:14,Carousel,-6.40,0.00,GBP,COMPLETED,138.91
Card Payment,Current,2023-12-05 14:03:15,2023-12-08 10:32:38,Winter Wonderland,-6.00,0.00,GBP,COMPLETED,95.77
Card Payment,Current,2023-12-05 15:08:53,2023-12-06 11:38:22,Great North Pie,-5.50,0.00,GBP,COMPLETED,133.41
Card Payment,Current,2023-12-06 05:34:18,2023-12-07 09:58:13,Transport for London,-9.40,0.00,GBP,COMPLETED,109.02
Card Payment,Current,2023-12-06 09:56:31,2023-12-07 15:43:10,Elior,-3.95,0.00,GBP,COMPLETED,101.77
Card Payment,Current,2023-12-06 13:07:05,2023-12-07 02:12:14,Blue Light Card,-4.99,0.00,GBP,COMPLETED,118.42
Card Payment,Current,2023-12-06 20:19:36,2023-12-07 11:39:30,Sainsbury's,-3.30,0.00,GBP,COMPLETED,105.72
Card Payment,Current,2023-12-07 13:32:19,2023-12-08 19:20:09,Elior,-5.99,0.00,GBP,COMPLETED,76.82
Card Payment,Current,2023-12-07 20:19:58,2023-12-08 12:05:27,Just Eat,-12.96,0.00,GBP,COMPLETED,82.81
Card Payment,Current,2023-12-08 14:46:06,2023-12-09 10:05:23,Elior,-5.99,0.00,GBP,COMPLETED,70.83
Card Payment,Current,2023-12-08 20:28:36,2023-12-09 15:13:34,Just Eat,-12.48,0.00,GBP,COMPLETED,58.35
Card Payment,Current,2023-12-09 14:05:34,2023-12-10 19:01:34,Elior,-5.99,0.00,GBP,COMPLETED,52.36
Card Payment,Current,2023-12-09 20:17:15,2023-12-11 11:20:08,Just Eat,-11.09,0.00,GBP,COMPLETED,41.27
Card Payment,Current,2023-12-10 13:53:56,2023-12-11 15:56:35,Elior,-5.99,0.00,GBP,COMPLETED,135.28
Card Payment,Current,2023-12-10 20:40:03,2023-12-12 11:49:33,Just Eat,-11.52,0.00,GBP,COMPLETED,94.91
Card Payment,Current,2023-12-11 10:16:29,2023-12-12 15:58:19,Too Good To Go,-3.99,0.00,GBP,COMPLETED,253.97
Transfer,Current,2023-12-11 14:53:24,2023-12-11 14:53:25,Transfer from JILSHY VARGHESE,100.00,0.00,GBP,COMPLETED,141.27
Card Payment,Current,2023-12-11 14:53:46,2023-12-12 11:10:58,Nando's,-28.85,0.00,GBP,COMPLETED,106.43
Card Payment,Current,2023-12-11 20:56:57,2023-12-12 12:59:02,Tesco,-7.55,0.00,GBP,COMPLETED,77.96
Card Payment,Current,2023-12-12 00:00:00,2023-12-14 11:46:28,Transport for London,-8.10,0.00,GBP,COMPLETED,99.30
Card Payment,Current,2023-12-12 03:11:58,2023-12-12 12:14:07,Transport for London,-9.40,0.00,GBP,COMPLETED,85.51
Transfer,Current,2023-12-12 13:06:26,2023-12-12 13:06:26,Transfer from MOKSHITH MOHAN KOTHARI,60.00,0.00,GBP,COMPLETED,137.96
Topup,Current,2023-12-12 13:06:49,2023-12-12 13:06:49,Payment from MOHAMMED HUSSAIN,80.00,0.00,GBP,COMPLETED,217.96
Topup,Current,2023-12-12 14:09:49,2023-12-12 14:09:49,Payment from YUG SHANKAR,40.00,0.00,GBP,COMPLETED,257.96
ATM,Current,2023-12-12 14:17:23,2023-12-13 10:38:02,Cash withdrawal at Ilford 93 High 1,-200.00,0.00,GBP,COMPLETED,143.72
Transfer,Current,2023-12-12 16:46:51,2023-12-12 16:46:51,Transfer from RAUNAQ BIR SINGH CHAUDHRY,20.00,0.00,GBP,COMPLETED,273.97
Card Payment,Current,2023-12-12 19:01:31,2023-12-13 11:39:56,Pret,-15.00,0.00,GBP,COMPLETED,116.73
Card Payment,Current,2023-12-12 19:04:13,2023-12-13 15:11:19,Pret,-1.84,0.00,GBP,COMPLETED,107.40
Card Payment,Current,2023-12-12 20:57:14,2023-12-13 12:02:46,7 Star Traders,-7.49,0.00,GBP,COMPLETED,109.24
Transfer,Current,2023-12-12 21:07:57,2023-12-12 21:07:57,Transfer to MOKSHITH MOHAN KOTHARI,-10.25,0.00,GBP,COMPLETED,263.72
Transfer,Current,2023-12-12 21:10:04,2023-12-12 21:10:07,To Yug Shankar,-20.00,0.00,GBP,COMPLETED,243.72
Card Payment,Current,2023-12-12 21:25:17,2023-12-13 11:33:30,SpareRoom,-11.99,0.00,GBP,COMPLETED,131.73
Topup,Current,2023-12-13 04:01:14,2023-12-13 04:01:15,Top-up by *4895,100.00,0.00,GBP,COMPLETED,343.72
Card Payment,Current,2023-12-13 06:35:20,,Transport for London,-8.10,0.00,GBP,REVERTED,
Card Payment,Current,2023-12-13 11:33:30,2023-12-14 14:24:48,Marks & Spencer,-5.00,0.00,GBP,COMPLETED,81.26
Card Payment,Current,2023-12-13 11:41:42,2023-12-14 14:08:31,Elior,-7.05,0.00,GBP,COMPLETED,92.25
Card Payment,Current,2023-12-13 20:16:49,2023-12-14 14:08:31,Elior,-5.99,0.00,GBP,COMPLETED,86.26
Card Payment,Current,2023-12-14 01:04:04,2023-12-16 14:57:40,Amazon,-15.28,0.00,GBP,COMPLETED,114.43
Card Payment,Current,2023-12-14 11:26:49,2023-12-15 09:48:29,Marks & Spencer,-5.00,0.00,GBP,COMPLETED,63.35
Card Payment,Current,2023-12-14 11:35:21,2023-12-15 09:47:25,Whipps Cross University Hospital,-3.82,0.00,GBP,COMPLETED,77.44
Card Payment,Current,2023-12-14 11:46:34,2023-12-15 09:47:25,Elior,-3.10,0.00,GBP,COMPLETED,74.34
Card Payment,Current,2023-12-14 19:10:40,2023-12-15 09:47:25,Elior,-5.99,0.00,GBP,COMPLETED,68.35
Card Payment,Current,2023-12-15 00:43:42,2023-12-17 12:03:45,Just Eat,-12.49,0.00,GBP,COMPLETED,88.69
Card Payment,Current,2023-12-15 03:20:19,2023-12-16 10:55:54,Hello Fresh,-11.60,0.00,GBP,COMPLETED,129.71
Card Payment,Current,2023-12-15 11:37:49,2023-12-16 09:43:41,Elior,-7.05,0.00,GBP,COMPLETED,141.31
